frame_idx,timestamp_s,tap_idx,range_m,magnitude,threshold,range_rate_m_s
2188,6.141104,10,1.5,11578.654297,9925.619247,-0.1043
2188,6.141104,76,11.4,1468.935303,1411.344537,-2.3989
2188,6.141104,77,11.55,1365.818604,1244.205138,-2.4511
2188,6.141104,76,11.4,1362.057129,1195.509853,-2.2946
2189,6.142322,10,1.5,11578.654297,9925.619247,-0.1043
2189,6.142322,76,11.4,1468.935303,1411.344537,-2.3989
2189,6.142322,77,11.55,1365.818604,1244.205138,-2.4511
2189,6.142322,76,11.4,1362.057129,1195.509853,-2.2946
2190,6.143539,10,1.5,11578.654297,9925.619247,-0.1043
2190,6.143539,76,11.4,1468.935303,1411.344537,-2.3989
2190,6.143539,77,11.55,1365.818604,1244.205138,-2.4511
2190,6.143539,76,11.4,1362.057129,1195.509853,-2.2946
2191,6.144757,10,1.5,11578.654297,9925.619247,-0.1043
2191,6.144757,76,11.4,1468.935303,1411.344537,-2.3989
2191,6.144757,77,11.55,1365.818604,1244.205138,-2.4511
2191,6.144757,76,11.4,1362.057129,1195.509853,-2.2946
2192,6.145975,10,1.5,11578.654297,9925.619247,-0.1043
2192,6.145975,76,11.4,1468.935303,1411.344537,-2.3989
2192,6.145975,77,11.55,1365.818604,1244.205138,-2.4511
2192,6.145975,76,11.4,1362.057129,1195.509853,-2.2946
2193,6.147658,10,1.5,11578.654297,9925.619247,-0.1043
2193,6.147658,76,11.4,1468.935303,1411.344537,-2.3989
2193,6.147658,77,11.55,1365.818604,1244.205138,-2.4511
2193,6.147658,76,11.4,1362.057129,1195.509853,-2.2946
2194,6.149341,10,1.5,11578.654297,9925.619247,-0.1043
2194,6.149341,76,11.4,1468.935303,1411.344537,-2.3989
2194,6.149341,77,11.55,1365.818604,1244.205138,-2.4511
2194,6.149341,76,11.4,1362.057129,1195.509853,-2.2946
2195,6.151024,10,1.5,11578.654297,9925.619247,-0.1043
2195,6.151024,76,11.4,1468.935303,1411.344537,-2.3989
2195,6.151024,77,11.55,1365.818604,1244.205138,-2.4511
2195,6.151024,76,11.4,1362.057129,1195.509853,-2.2946
2196,6.152707,10,1.5,11578.654297,9925.619247,-0.1043
2196,6.152707,76,11.4,1468.935303,1411.344537,-2.3989
