frame_idx,timestamp_s,tap_idx,range_m,magnitude,threshold,range_rate_m_s
461,0.862894,10,1.5,1268.834229,1231.927382,4.1993
461,0.862894,10,1.5,1057.866943,1047.098657,-5.9534
462,0.864865,10,1.5,2986.938965,2667.59543,1.2757
462,0.864865,10,1.5,1268.834229,1231.927382,4.1993
462,0.864865,10,1.5,1057.866943,1047.098657,-5.9534
463,0.866835,10,1.5,2986.938965,2667.59543,1.2757
463,0.866835,10,1.5,1268.834229,1231.927382,4.1993
463,0.866835,10,1.5,1057.866943,1047.098657,-5.9534
464,0.868806,10,1.5,2986.938965,2667.59543,1.2757
464,0.868806,10,1.5,1268.834229,1231.927382,4.1993
464,0.868806,10,1.5,1057.866943,1047.098657,-5.9534
465,0.870347,10,1.5,2986.938965,2667.59543,1.2757
465,0.870347,10,1.5,1268.834229,1231.927382,4.1993
465,0.870347,10,1.5,1057.866943,1047.098657,-5.9534
466,0.871888,10,1.5,2986.938965,2667.59543,1.2757
466,0.871888,10,1.5,1268.834229,1231.927382,4.1993
466,0.871888,10,1.5,1057.866943,1047.098657,-5.9534
467,0.873429,10,1.5,2986.938965,2667.59543,1.2757
467,0.873429,10,1.5,1268.834229,1231.927382,4.1993
467,0.873429,10,1.5,1057.866943,1047.098657,-5.9534
468,0.87497,10,1.5,2986.938965,2667.59543,1.2757
468,0.87497,10,1.5,1268.834229,1231.927382,4.1993
468,0.87497,10,1.5,1057.866943,1047.098657,-5.9534
469,0.876351,10,1.5,2986.938965,2667.59543,1.2757
469,0.876351,10,1.5,1268.834229,1231.927382,4.1993
469,0.876351,10,1.5,1057.866943,1047.098657,-5.9534
470,0.877733,10,1.5,2986.938965,2667.59543,1.2757
470,0.877733,10,1.5,1268.834229,1231.927382,4.1993
470,0.877733,10,1.5,1057.866943,1047.098657,-5.9534
471,0.879114,10,1.5,2986.938965,2667.59543,1.2757
471,0.879114,10,1.5,1268.834229,1231.927382,4.1993
471,0.879114,10,1.5,1057.866943,1047.098657,-5.9534
472,0.880496,10,1.5,2986.938965,2667.59543,1.2757
472,0.880496,10,1.5,1268.834229,1231.927382,4.1993
472,0.880496,10,1.5,1057.866943,1047.098657,-5.9534
473,0.884871,10,1.5,2986.938965,2667.59543,1.2757
473,0.884871,10,1.5,1268.834229,1231.927382,4.1993
473,0.884871,10,1.5,1057.866943,1047.098657,-5.9534
474,0.889247,10,1.5,2986.938965,2667.59543,1.2757
474,0.889247,10,1.5,1268.834229,1231.927382,4.1993
474,0.889247,10,1.5,1057.866943,1047.098657,-5.9534
475,0.893623,10,1.5,2986.938965,2667.59543,1.2757
475,0.893623,10,1.5,1268.834229,1231.927382,4.1993
475,0.893623,10,1.5,1057.866943,1047.098657,-5.9534
476,0.897999,10,1.5,2986.938965,2667.59543,1.2757
476,0.897999,10,1.5,1268.834229,1231.927382,4.1993
476,0.897999,10,1.5,1057.866943,1047.098657,-5.9534
477,0.899526,10,1.5,2986.938965,2667.59543,1.2757
477,0.899526,10,1.5,1268.834229,1231.927382,4.1993
477,0.899526,10,1.5,1057.866943,1047.098657,-5.9534
478,0.901054,10,1.5,2986.938965,2667.59543,1.2757
478,0.901054,10,1.5,1268.834229,1231.927382,4.1993
478,0.901054,10,1.5,1057.866943,1047.098657,-5.9534
479,0.902582,10,1.5,2986.938965,2667.59543,1.2757
479,0.902582,10,1.5,1268.834229,1231.927382,4.1993
479,0.902582,10,1.5,1057.866943,1047.098657,-5.9534
480,0.904109,10,1.5,2986.938965,2667.59543,1.2757
480,0.904109,10,1.5,1268.834229,1231.927382,4.1993
480,0.904109,10,1.5,1057.866943,1047.098657,-5.9534
481,0.906035,10,1.5,2986.938965,2667.59543,1.2757
481,0.906035,10,1.5,1268.834229,1231.927382,4.1993
481,0.906035,10,1.5,1057.866943,1047.098657,-5.9534
482,0.907961,10,1.5,2986.938965,2667.59543,1.2757
482,0.907961,10,1.5,1268.834229,1231.927382,4.1993
482,0.907961,10,1.5,1057.866943,1047.098657,-5.9534
483,0.909886,10,1.5,2986.938965,2667.59543,1.2757
483,0.909886,10,1.5,1268.834229,1231.927382,4.1993
